ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:      61       154.2768       150.0134         0.0000         0.0000          -5714.3118      1061.0628         0.0000         0.0000         0.0000          -4348.9588         0.0000     -4348.9588     -4348.9588         0.0000           8155.9556     -4393.6272     23823.1240      8155.9556     -4393.6272
ENERGY:      62       153.7759       149.6866         0.0000         0.0000          -5723.7903      1045.5940         0.0000         0.0000         0.0000          -4374.7338         0.0000     -4374.7338     -4374.7338         0.0000           7959.8054     -4683.9028     23823.1240      7959.8054     -4683.9028
ENERGY:      63       144.9535       146.6606         0.0000         0.0000          -5739.1696      1031.3236         0.0000         0.0000         0.0000          -4416.2319         0.0000     -4416.2319     -4416.2319         0.0000           7602.1559     -4975.5327     23823.1240      7602.1559     -4975.5327
ENERGY:      64       164.5345       145.7804         0.0000         0.0000          -5754.6824      1020.4578         0.0000         0.0000         0.0000          -4423.9095         0.0000     -4423.9095     -4423.9095         0.0000           7209.1823     -5222.6496     23823.1240      7209.1823     -5222.6496
ENERGY:      65       211.7413       147.1305         0.0000         0.0000          -5770.3632      1013.9225         0.0000         0.0000         0.0000          -4397.5689         0.0000     -4397.5689     -4397.5689         0.0000           6792.7846     -5412.3782     23823.1240      6792.7846     -5412.3782
ENERGY:      66       156.4304       145.8018         0.0000         0.0000          -5750.4368      1023.0439         0.0000         0.0000         0.0000          -4425.1608         0.0000     -4425.1608     -4425.1608         0.0000           7319.3280     -5160.2057     23823.1240      7319.3280     -5160.2057
ENERGY:      67       162.6083       145.8507         0.0000         0.0000          -5809.9531       969.3705         0.0000         0.0000         0.0000          -4532.1236         0.0000     -4532.1236     -4532.1236         0.0000           6049.1936     -6335.5624     23823.1240      6049.1936     -6335.5624
ENERGY:      68       193.1549       149.6207         0.0000         0.0000          -5869.2659       924.2442         0.0000         0.0000         0.0000          -4602.2462         0.0000     -4602.2462     -4602.2462         0.0000           4621.3212     -7383.1764     23823.1240      4621.3212     -7383.1764
ENERGY:      69       250.4805       156.8723         0.0000         0.0000          -5928.3599       887.0929         0.0000         0.0000         0.0000          -4633.9143         0.0000     -4633.9143     -4633.9143         0.0000           3025.4654     -8310.1347     23823.1240      3025.4654     -8310.1347
ENERGY:      70       337.1144       167.6457         0.0000         0.0000          -5987.2337       857.7362         0.0000         0.0000         0.0000          -4624.7373         0.0000     -4624.7373     -4624.7373         0.0000           1255.9051     -9089.4828     23823.1240      1255.9051     -9089.4828
