# step Etot Epot T p 
8537 -4874.3791 -4874.3791 0.0 1240.7789 
8538 -4874.4059 -4874.4059 0.0 1239.9275 
8539 -4874.4182 -4874.4182 0.0 1239.5158 
8540 -4874.4244 -4874.4244 0.0 1239.3107 
8541 -4874.4271 -4874.4271 0.0 1239.2129 
8542 -4874.4285 -4874.4285 0.0 1239.165 
8543 -4874.4292 -4874.4292 0.0 1239.1404 
8544 -4874.4296 -4874.4296 0.0 1239.1289 
8545 -4873.7004 -4873.7004 0.0 1255.7907 
8546 -4874.1606 -4874.1606 0.0 1246.4788 
8547 -4874.3184 -4874.3184 0.0 1242.5386 
8548 -4874.3797 -4874.3797 0.0 1240.7579 
8549 -4874.4062 -4874.4062 0.0 1239.9178 
8550 -4874.4183 -4874.4183 0.0 1239.5149 
8551 -4874.4242 -4874.4242 0.0 1239.315 
8552 -4874.4269 -4874.4269 0.0 1239.2202 
8553 -4874.4283 -4874.4283 0.0 1239.174 
8554 -4874.429 -4874.429 0.0 1239.1503 
8555 -4874.4293 -4874.4293 0.0 1239.1393 
8556 -4873.6997 -4873.6997 0.0 1255.804 
8557 -4874.163 -4874.163 0.0 1246.4232 
8558 -4874.3199 -4874.3199 0.0 1242.4965 
8559 -4874.3805 -4874.3805 0.0 1240.7346 
8560 -4874.4065 -4874.4065 0.0 1239.9081 
8561 -4874.4183 -4874.4183 0.0 1239.5137 
8562 -4874.4239 -4874.4239 0.0 1239.3236 
8563 -4874.4267 -4874.4267 0.0 1239.2269 
8564 -4874.428 -4874.428 0.0 1239.1825 
8565 -4874.4286 -4874.4286 0.0 1239.1609 
8566 -4874.429 -4874.429 0.0 1239.1492 
8567 -4873.6821 -4873.6821 0.0 1254.4603 
8568 -4874.1574 -4874.1574 0.0 1245.701 
8569 -4874.3177 -4874.3177 0.0 1242.1283 
8570 -4874.3795 -4874.3795 0.0 1240.5518 
8571 -4874.406 -4874.406 0.0 1239.8201 
8572 -4874.418 -4874.418 0.0 1239.474 
8573 -4874.4236 -4874.4236 0.0 1239.3085 
8574 -4874.4265 -4874.4265 0.0 1239.2242 
8575 -4874.4278 -4874.4278 0.0 1239.186 
8576 -4874.4284 -4874.4284 0.0 1239.1675 
8577 -4874.4287 -4874.4287 0.0 1239.1574 
8578 -4873.6815 -4873.6815 0.0 1254.4711 
8579 -4874.16 -4874.16 0.0 1245.6476 
8580 -4874.3192 -4874.3192 0.0 1242.091 
8581 -4874.3803 -4874.3803 0.0 1240.5297 
8582 -4874.4063 -4874.4063 0.0 1239.8104 
8583 -4874.418 -4874.418 0.0 1239.472 
8584 -4874.4235 -4874.4235 0.0 1239.311 
8585 -4874.4263 -4874.4263 0.0 1239.2293 
8586 -4874.4276 -4874.4276 0.0 1239.1925 
8587 -4874.4281 -4874.4281 0.0 1239.1749 
8588 -4874.4284 -4874.4284 0.0 1239.1664 
8589 -4873.681 -4873.681 0.0 1254.4811 
8590 -4874.1627 -4874.1627 0.0 1245.5935 
8591 -4874.3209 -4874.3209 0.0 1242.0521 
8592 -4874.3811 -4874.3811 0.0 1240.508 
8593 -4874.4067 -4874.4067 0.0 1239.8009 
8594 -4874.4181 -4874.4181 0.0 1239.47 
8595 -4874.4234 -4874.4234 0.0 1239.3133 
8596 -4874.4262 -4874.4262 0.0 1239.2341 
8597 -4874.4273 -4874.4273 0.0 1239.1987 
8598 -4874.4279 -4874.4279 0.0 1239.1818 
8599 -4874.4282 -4874.4282 0.0 1239.1737 
8600 -4873.6983 -4873.6983 0.0 1255.8393 
8601 -4874.1467 -4874.1467 0.0 1246.8024 
8602 -4874.3086 -4874.3086 0.0 1242.8078 
8603 -4874.3738 -4874.3738 0.0 1240.9406 
8604 -4874.4021 -4874.4021 0.0 1240.0483 
8605 -4874.4154 -4874.4154 0.0 1239.6091 
8606 -4874.4218 -4874.4218 0.0 1239.3922 
8607 -4874.4251 -4874.4251 0.0 1239.2799 
8608 -4874.4267 -4874.4267 0.0 1239.2266 
8609 -4874.4274 -4874.4274 0.0 1239.2 
8610 -4874.4278 -4874.4278 0.0 1239.1868 
8611 -4873.6974 -4873.6974 0.0 1255.8572 
8612 -4874.1492 -4874.1492 0.0 1246.7463 
8613 -4874.3102 -4874.3102 0.0 1242.7651 
8614 -4874.3746 -4874.3746 0.0 1240.917 
8615 -4874.4024 -4874.4024 0.0 1240.039 
8616 -4874.4154 -4874.4154 0.0 1239.6091 
8617 -4874.4216 -4874.4216 0.0 1239.3978 
8618 -4874.4249 -4874.4249 0.0 1239.2888 
8619 -4874.4263 -4874.4263 0.0 1239.2373 
8620 -4874.4271 -4874.4271 0.0 1239.2118 
8621 -4874.4275 -4874.4275 0.0 1239.1992 
8622 -4873.6965 -4873.6965 0.0 1255.8741 
8623 -4874.1516 -4874.1516 0.0 1246.691 
8624 -4874.3118 -4874.3118 0.0 1242.7211 
8625 -4874.3755 -4874.3755 0.0 1240.891 
8626 -4874.4027 -4874.4027 0.0 1240.0296 
8627 -4874.4154 -4874.4154 0.0 1239.6087 
8628 -4874.4215 -4874.4215 0.0 1239.4029 
8629 -4874.4246 -4874.4246 0.0 1239.297 
8630 -4874.426 -4874.426 0.0 1239.2474 
8631 -4874.4267 -4874.4267 0.0 1239.223 
8632 -4874.4271 -4874.4271 0.0 1239.2109 
8633 -4873.6958 -4873.6958 0.0 1255.889 
8634 -4874.1541 -4874.1541 0.0 1246.6354 
8635 -4874.3134 -4874.3134 0.0 1242.6774 
8636 -4874.3762 -4874.3762 0.0 1240.8675 
8637 -4874.403 -4874.403 0.0 1240.02 
8638 -4874.4154 -4874.4154 0.0 1239.608 
8639 -4874.4213 -4874.4213 0.0 1239.4075 
8640 -4874.4244 -4874.4244 0.0 1239.3048 
8641 -4874.4258 -4874.4258 0.0 1239.257 
8642 -4874.4265 -4874.4265 0.0 1239.2335 
8643 -4874.4268 -4874.4268 0.0 1239.222 
8644 -4873.6951 -4873.6951 0.0 1255.9031 
8645 -4874.1566 -4874.1566 0.0 1246.5785 
8646 -4874.3151 -4874.3151 0.0 1242.6337 
8647 -4874.377 -4874.377 0.0 1240.844 
8648 -4874.4033 -4874.4033 0.0 1240.0103 
8649 -4874.4155 -4874.4155 0.0 1239.6071 
8650 -4874.4212 -4874.4212 0.0 1239.4118 
8651 -4874.4242 -4874.4242 0.0 1239.3121 
8652 -4874.4255 -4874.4255 0.0 1239.266 
8653 -4874.4262 -4874.4262 0.0 1239.2434 
8654 -4874.4265 -4874.4265 0.0 1239.2325 
8655 -4873.6944 -4873.6944 0.0 1255.9164 
8656 -4874.1591 -4874.1591 0.0 1246.5225 
8657 -4874.3166 -4874.3166 0.0 1242.5914 
8658 -4874.3776 -4874.3776 0.0 1240.8253 
8659 -4874.4036 -4874.4036 0.0 1240.0004 
8660 -4874.4155 -4874.4155 0.0 1239.6058 
8661 -4874.4211 -4874.4211 0.0 1239.4157 
8662 -4874.4238 -4874.4238 0.0 1239.3237 
8663 -4874.4253 -4874.4253 0.0 1239.2743 
8664 -4874.4259 -4874.4259 0.0 1239.2528 
8665 -4874.4262 -4874.4262 0.0 1239.2424 
8666 -4873.6769 -4873.6769 0.0 1254.5735 
8667 -4874.1535 -4874.1535 0.0 1245.8006 
8668 -4874.3144 -4874.3144 0.0 1242.2233 
8669 -4874.3766 -4874.3766 0.0 1240.6425 
8670 -4874.4031 -4874.4031 0.0 1239.9126 
8671 -4874.4152 -4874.4152 0.0 1239.5662 
8672 -4874.4208 -4874.4208 0.0 1239.4005 
8673 -4874.4235 -4874.4235 0.0 1239.3209 
8674 -4874.425 -4874.425 0.0 1239.2779 
8675 -4874.4256 -4874.4256 0.0 1239.2595 
8676 -4874.4259 -4874.4259 0.0 1239.2506 
8677 -4873.6763 -4873.6763 0.0 1254.5843 
8678 -4874.1562 -4874.1562 0.0 1245.7469 
8679 -4874.3161 -4874.3161 0.0 1242.1835 
8680 -4874.3773 -4874.3773 0.0 1240.6227 
8681 -4874.4035 -4874.4035 0.0 1239.9028 
8682 -4874.4153 -4874.4153 0.0 1239.5642 
8683 -4874.4208 -4874.4208 0.0 1239.4031 
8684 -4874.4233 -4874.4233 0.0 1239.3261 
8685 -4874.4248 -4874.4248 0.0 1239.2844 
8686 -4874.4254 -4874.4254 0.0 1239.2668 
8687 -4874.4257 -4874.4257 0.0 1239.2584 
8688 -4873.6757 -4873.6757 0.0 1254.5944 
8689 -4874.1587 -4874.1587 0.0 1245.6938 
8690 -4874.3177 -4874.3177 0.0 1242.1443 
8691 -4874.3782 -4874.3782 0.0 1240.6009 
8692 -4874.4038 -4874.4038 0.0 1239.8931 
8693 -4874.4153 -4874.4153 0.0 1239.5621 
8694 -4874.4207 -4874.4207 0.0 1239.4054 
8695 -4874.4232 -4874.4232 0.0 1239.3308 
8696 -4874.4246 -4874.4246 0.0 1239.2906 
8697 -4874.4251 -4874.4251 0.0 1239.2738 
8698 -4874.4254 -4874.4254 0.0 1239.2658 
8699 -4873.693 -4873.693 0.0 1255.9519 
8700 -4874.1427 -4874.1427 0.0 1246.9034 
8701 -4874.3051 -4874.3051 0.0 1242.9042 
8702 -4874.3707 -4874.3707 0.0 1241.0347 
8703 -4874.3992 -4874.3992 0.0 1240.1413 
8704 -4874.4126 -4874.4126 0.0 1239.7016 
8705 -4874.419 -4874.419 0.0 1239.4845 
8706 -4874.4221 -4874.4221 0.0 1239.3768 
8707 -4874.4237 -4874.4237 0.0 1239.3233 
8708 -4874.4247 -4874.4247 0.0 1239.2921 
8709 -4874.425 -4874.425 0.0 1239.2788 
8710 -4873.6921 -4873.6921 0.0 1255.9697 
8711 -4874.1451 -4874.1451 0.0 1246.8481 
8712 -4874.3068 -4874.3068 0.0 1242.8611 
8713 -4874.3715 -4874.3715 0.0 1241.0109 
8714 -4874.3995 -4874.3995 0.0 1240.1318 
8715 -4874.4126 -4874.4126 0.0 1239.7015 
8716 -4874.4188 -4874.4188 0.0 1239.49 
8717 -4874.4219 -4874.4219 0.0 1239.3856 
8718 -4874.4234 -4874.4234 0.0 1239.334 
8719 -4874.4243 -4874.4243 0.0 1239.3038 
8720 -4874.4247 -4874.4247 0.0 1239.2912 
8721 -4873.6913 -4873.6913 0.0 1255.9854 
8722 -4874.1476 -4874.1476 0.0 1246.7925 
8723 -4874.3084 -4874.3084 0.0 1242.8181 
8724 -4874.3723 -4874.3723 0.0 1240.987 
8725 -4874.3998 -4874.3998 0.0 1240.1222 
8726 -4874.4126 -4874.4126 0.0 1239.701 
8727 -4874.4187 -4874.4187 0.0 1239.495 
8728 -4874.4216 -4874.4216 0.0 1239.3939 
8729 -4874.4231 -4874.4231 0.0 1239.3441 
8730 -4874.4238 -4874.4238 0.0 1239.3196 
8731 -4874.4244 -4874.4244 0.0 1239.3028 
8732 -4873.6905 -4873.6905 0.0 1256.0002 
8733 -4874.1501 -4874.1501 0.0 1246.7353 
8734 -4874.3099 -4874.3099 0.0 1242.7751 
8735 -4874.3731 -4874.3731 0.0 1240.9631 
8736 -4874.4002 -4874.4002 0.0 1240.1124 
8737 -4874.4126 -4874.4126 0.0 1239.7002 
8738 -4874.4185 -4874.4185 0.0 1239.4995 
8739 -4874.4214 -4874.4214 0.0 1239.4015 
8740 -4874.4228 -4874.4228 0.0 1239.3535 
8741 -4874.4235 -4874.4235 0.0 1239.33 
8742 -4874.4238 -4874.4238 0.0 1239.3185 
8743 -4873.6898 -4873.6898 0.0 1256.0141 
8744 -4874.1526 -4874.1526 0.0 1246.6792 
8745 -4874.3115 -4874.3115 0.0 1242.7324 
8746 -4874.3739 -4874.3739 0.0 1240.9394 
8747 -4874.4004 -4874.4004 0.0 1240.1026 
8748 -4874.4127 -4874.4127 0.0 1239.6992 
8749 -4874.4184 -4874.4184 0.0 1239.5038 
8750 -4874.4212 -4874.4212 0.0 1239.4088 
8751 -4874.4225 -4874.4225 0.0 1239.3626 
8752 -4874.4232 -4874.4232 0.0 1239.34 
8753 -4874.4235 -4874.4235 0.0 1239.329 
8754 -4873.6892 -4873.6892 0.0 1256.0274 
8755 -4874.1551 -4874.1551 0.0 1246.623 
8756 -4874.3132 -4874.3132 0.0 1242.6875 
8757 -4874.3747 -4874.3747 0.0 1240.9159 
8758 -4874.4008 -4874.4008 0.0 1240.0928 
8759 -4874.4127 -4874.4127 0.0 1239.6979 
8760 -4874.4183 -4874.4183 0.0 1239.5077 
8761 -4874.421 -4874.421 0.0 1239.4157 
8762 -4874.4223 -4874.4223 0.0 1239.3711 
8763 -4874.4229 -4874.4229 0.0 1239.3494 
8764 -4874.4232 -4874.4232 0.0 1239.3389 
8765 -4873.6717 -4873.6717 0.0 1254.6853 
8766 -4874.1496 -4874.1496 0.0 1245.9001 
8767 -4874.3111 -4874.3111 0.0 1242.3184 
8768 -4874.3738 -4874.3738 0.0 1240.7309 
8769 -4874.4003 -4874.4003 0.0 1240.005 
8770 -4874.4124 -4874.4124 0.0 1239.6584 
8771 -4874.418 -4874.418 0.0 1239.4926 
8772 -4874.4207 -4874.4207 0.0 1239.413 
8773 -4874.422 -4874.422 0.0 1239.3746 
8774 -4874.4226 -4874.4226 0.0 1239.3561 
8775 -4874.4229 -4874.4229 0.0 1239.3472 
8776 -4873.6711 -4873.6711 0.0 1254.6962 
8777 -4874.1523 -4874.1523 0.0 1245.8463 
8778 -4874.3128 -4874.3128 0.0 1242.2783 
8779 -4874.3746 -4874.3746 0.0 1240.7086 
8780 -4874.4006 -4874.4006 0.0 1239.9953 
8781 -4874.4125 -4874.4125 0.0 1239.6564 
8782 -4874.418 -4874.418 0.0 1239.4952 
8783 -4874.4206 -4874.4206 0.0 1239.4182 
8784 -4874.4218 -4874.4218 0.0 1239.3813 
8785 -4874.4224 -4874.4224 0.0 1239.3636 
8786 -4874.4227 -4874.4227 0.0 1239.3551 
8787 -4873.6707 -4873.6707 0.0 1254.704 
8788 -4874.1549 -4874.1549 0.0 1245.793 
8789 -4874.3144 -4874.3144 0.0 1242.239 
8790 -4874.3755 -4874.3755 0.0 1240.6868 
8791 -4874.4009 -4874.4009 0.0 1239.9857 
8792 -4874.4125 -4874.4125 0.0 1239.6544 
8793 -4874.4179 -4874.4179 0.0 1239.4976 
8794 -4874.4204 -4874.4204 0.0 1239.423 
8795 -4874.4216 -4874.4216 0.0 1239.3875 
8796 -4874.4222 -4874.4222 0.0 1239.3706 
8797 -4874.4224 -4874.4224 0.0 1239.3625 
8798 -4873.6879 -4873.6879 0.0 1256.0585 
8799 -4874.1385 -4874.1385 0.0 1247.0068 
8800 -4874.3017 -4874.3017 0.0 1243.0006 
8801 -4874.3676 -4874.3676 0.0 1241.1288 
8802 -4874.3963 -4874.3963 0.0 1240.2342 
8803 -4874.4098 -4874.4098 0.0 1239.7941 
8804 -4874.4162 -4874.4162 0.0 1239.5768 
8805 -4874.4193 -4874.4193 0.0 1239.469 
8806 -4874.4209 -4874.4209 0.0 1239.4154 
8807 -4874.4217 -4874.4217 0.0 1239.3888 
8808 -4874.422 -4874.422 0.0 1239.3756 
8809 -4873.6871 -4873.6871 0.0 1256.0752 
8810 -4874.1409 -4874.1409 0.0 1246.9513 
8811 -4874.3033 -4874.3033 0.0 1242.9573 
8812 -4874.3684 -4874.3684 0.0 1241.1048 
8813 -4874.3966 -4874.3966 0.0 1240.2247 
8814 -4874.4098 -4874.4098 0.0 1239.794 
8815 -4874.416 -4874.416 0.0 1239.5823 
8816 -4874.4191 -4874.4191 0.0 1239.4778 
8817 -4874.4206 -4874.4206 0.0 1239.4262 
8818 -4874.4213 -4874.4213 0.0 1239.4007 
8819 -4874.4217 -4874.4217 0.0 1239.388 
8820 -4873.6863 -4873.6863 0.0 1256.091 
8821 -4874.1435 -4874.1435 0.0 1246.8931 
8822 -4874.3049 -4874.3049 0.0 1242.9141 
8823 -4874.3692 -4874.3692 0.0 1241.0808 
8824 -4874.3969 -4874.3969 0.0 1240.2151 
8825 -4874.4098 -4874.4098 0.0 1239.7935 
8826 -4874.4159 -4874.4159 0.0 1239.5874 
8827 -4874.4188 -4874.4188 0.0 1239.4861 
8828 -4874.4203 -4874.4203 0.0 1239.4363 
8829 -4874.421 -4874.421 0.0 1239.4118 
8830 -4874.4214 -4874.4214 0.0 1239.3998 
8831 -4873.6856 -4873.6856 0.0 1256.1059 
8832 -4874.146 -4874.146 0.0 1246.8369 
8833 -4874.3066 -4874.3066 0.0 1242.871 
8834 -4874.37 -4874.37 0.0 1241.0569 
8835 -4874.3972 -4874.3972 0.0 1240.2053 
8836 -4874.4098 -4874.4098 0.0 1239.7927 
8837 -4874.4158 -4874.4158 0.0 1239.5919 
8838 -4874.4186 -4874.4186 0.0 1239.4939 
8839 -4874.42 -4874.42 0.0 1239.4459 
8840 -4874.4207 -4874.4207 0.0 1239.4224 
8841 -4874.421 -4874.421 0.0 1239.4108 
8842 -4873.6848 -4873.6848 0.0 1256.12 
8843 -4874.1485 -4874.1485 0.0 1246.7806 
8844 -4874.3081 -4874.3081 0.0 1242.828 
8845 -4874.3708 -4874.3708 0.0 1241.0331 
8846 -4874.3975 -4874.3975 0.0 1240.1954 
8847 -4874.4098 -4874.4098 0.0 1239.7917 
8848 -4874.4156 -4874.4156 0.0 1239.5962 
8849 -4874.4184 -4874.4184 0.0 1239.5012 
8850 -4874.4198 -4874.4198 0.0 1239.4549 
8851 -4874.4204 -4874.4204 0.0 1239.4323 
8852 -4874.4207 -4874.4207 0.0 1239.4213 
8853 -4873.6842 -4873.6842 0.0 1256.1332 
8854 -4874.151 -4874.151 0.0 1246.7229 
8855 -4874.3097 -4874.3097 0.0 1242.7852 
8856 -4874.3716 -4874.3716 0.0 1241.0093 
8857 -4874.3979 -4874.3979 0.0 1240.1854 
8858 -4874.4099 -4874.4099 0.0 1239.7903 
8859 -4874.4155 -4874.4155 0.0 1239.6 
8860 -4874.4182 -4874.4182 0.0 1239.508 
8861 -4874.4195 -4874.4195 0.0 1239.4634 
8862 -4874.4202 -4874.4202 0.0 1239.4417 
8863 -4874.4204 -4874.4204 0.0 1239.4312 
8864 -4873.6668 -4873.6668 0.0 1254.7919 
8865 -4874.1457 -4874.1457 0.0 1246.0015 
8866 -4874.3076 -4874.3076 0.0 1242.4173 
8867 -4874.3707 -4874.3707 0.0 1240.8266 
8868 -4874.3973 -4874.3973 0.0 1240.0976 
8869 -4874.4095 -4874.4095 0.0 1239.7508 
8870 -4874.4152 -4874.4152 0.0 1239.585 
8871 -4874.4179 -4874.4179 0.0 1239.5053 
8872 -4874.4193 -4874.4193 0.0 1239.4669 
8873 -4874.4198 -4874.4198 0.0 1239.4485 
8874 -4874.4202 -4874.4202 0.0 1239.4395 
8875 -4873.6662 -4873.6662 0.0 1254.8027 
8876 -4874.1483 -4874.1483 0.0 1245.9473 
8877 -4874.3093 -4874.3093 0.0 1242.3759 
8878 -4874.3715 -4874.3715 0.0 1240.8041 
8879 -4874.3977 -4874.3977 0.0 1240.0877 
8880 -4874.4096 -4874.4096 0.0 1239.7487 
8881 -4874.4151 -4874.4151 0.0 1239.5875 
8882 -4874.4178 -4874.4178 0.0 1239.5104 
8883 -4874.419 -4874.419 0.0 1239.4735 
8884 -4874.4196 -4874.4196 0.0 1239.4558 
8885 -4874.4199 -4874.4199 0.0 1239.4473 
8886 -4873.6656 -4873.6656 0.0 1254.8128 
8887 -4874.151 -4874.151 0.0 1245.8924 
8888 -4874.3111 -4874.3111 0.0 1242.3339 
8889 -4874.3723 -4874.3723 0.0 1240.7822 
8890 -4874.3981 -4874.3981 0.0 1240.078 
8891 -4874.4097 -4874.4097 0.0 1239.7466 
8892 -4874.4151 -4874.4151 0.0 1239.5898 
8893 -4874.4176 -4874.4176 0.0 1239.5152 
8894 -4874.4188 -4874.4188 0.0 1239.4797 
8895 -4874.4194 -4874.4194 0.0 1239.4628 
8896 -4874.4197 -4874.4197 0.0 1239.4547 
8897 -4873.6827 -4873.6827 0.0 1256.1688 
8898 -4874.1344 -4874.1344 0.0 1247.1079 
8899 -4874.2983 -4874.2983 0.0 1243.096 
8900 -4874.3645 -4874.3645 0.0 1241.2231 
8901 -4874.3933 -4874.3933 0.0 1240.3297 
8902 -4874.4069 -4874.4069 0.0 1239.8868 
8903 -4874.4134 -4874.4134 0.0 1239.6691 
8904 -4874.4166 -4874.4166 0.0 1239.5613 
8905 -4874.4181 -4874.4181 0.0 1239.5077 
8906 -4874.4189 -4874.4189 0.0 1239.481 
8907 -4874.4193 -4874.4193 0.0 1239.4678 
8908 -4873.6819 -4873.6819 0.0 1256.1855 
8909 -4874.1368 -4874.1368 0.0 1247.0521 
8910 -4874.2999 -4874.2999 0.0 1243.0535 
8911 -4874.3653 -4874.3653 0.0 1241.1989 
8912 -4874.3936 -4874.3936 0.0 1240.3201 
8913 -4874.4069 -4874.4069 0.0 1239.8866 
8914 -4874.4132 -4874.4132 0.0 1239.6746 
8915 -4874.4163 -4874.4163 0.0 1239.5701 
8916 -4874.4178 -4874.4178 0.0 1239.5184 
8917 -4874.4186 -4874.4186 0.0 1239.4929 
8918 -4874.4189 -4874.4189 0.0 1239.4802 
8919 -4873.6811 -4873.6811 0.0 1256.2013 
8920 -4874.1394 -4874.1394 0.0 1246.996 
8921 -4874.3015 -4874.3015 0.0 1243.01 
8922 -4874.3661 -4874.3661 0.0 1241.1747 
8923 -4874.3939 -4874.3939 0.0 1240.3103 
8924 -4874.4069 -4874.4069 0.0 1239.886 
8925 -4874.4131 -4874.4131 0.0 1239.6797 
8926 -4874.4161 -4874.4161 0.0 1239.5784 
8927 -4874.4175 -4874.4175 0.0 1239.5286 
8928 -4874.4182 -4874.4182 0.0 1239.504 
8929 -4874.4186 -4874.4186 0.0 1239.492 
8930 -4873.6803 -4873.6803 0.0 1256.2162 
8931 -4874.1419 -4874.1419 0.0 1246.9395 
8932 -4874.3032 -4874.3032 0.0 1242.9666 
8933 -4874.3669 -4874.3669 0.0 1241.1506 
8934 -4874.3942 -4874.3942 0.0 1240.3004 
8935 -4874.4069 -4874.4069 0.0 1239.8851 
8936 -4874.4129 -4874.4129 0.0 1239.6843 
8937 -4874.4158 -4874.4158 0.0 1239.5861 
8938 -4874.4172 -4874.4172 0.0 1239.5381 
8939 -4874.4179 -4874.4179 0.0 1239.5146 
8940 -4874.4183 -4874.4183 0.0 1239.503 
8941 -4873.6796 -4873.6796 0.0 1256.2303 
8942 -4874.1445 -4874.1445 0.0 1246.8806 
8943 -4874.3048 -4874.3048 0.0 1242.9234 
8944 -4874.3677 -4874.3677 0.0 1241.1266 
8945 -4874.3945 -4874.3945 0.0 1240.2904 
8946 -4874.407 -4874.407 0.0 1239.884 
8947 -4874.4128 -4874.4128 0.0 1239.6884 
8948 -4874.4156 -4874.4156 0.0 1239.5934 
8949 -4874.417 -4874.417 0.0 1239.5471 
8950 -4874.4176 -4874.4176 0.0 1239.5245 
8951 -4874.4179 -4874.4179 0.0 1239.5135 
8952 -4873.6789 -4873.6789 0.0 1256.2436 
8953 -4874.147 -4874.147 0.0 1246.8237 
8954 -4874.3064 -4874.3064 0.0 1242.8803 
8955 -4874.3685 -4874.3685 0.0 1241.1026 
8956 -4874.3948 -4874.3948 0.0 1240.2803 
8957 -4874.407 -4874.407 0.0 1239.8826 
8958 -4874.4127 -4874.4127 0.0 1239.6923 
8959 -4874.4154 -4874.4154 0.0 1239.6002 
8960 -4874.4167 -4874.4167 0.0 1239.5555 
8961 -4874.4173 -4874.4173 0.0 1239.5339 
8962 -4874.4176 -4874.4176 0.0 1239.5234 
8963 -4873.6616 -4873.6616 0.0 1254.9029 
8964 -4874.1417 -4874.1417 0.0 1246.1025 
8965 -4874.3043 -4874.3043 0.0 1242.5125 
8966 -4874.3676 -4874.3676 0.0 1240.9199 
8967 -4874.3943 -4874.3943 0.0 1240.1925 
8968 -4874.4067 -4874.4067 0.0 1239.843 
8969 -4874.4124 -4874.4124 0.0 1239.6771 
8970 -4874.4151 -4874.4151 0.0 1239.5975 
8971 -4874.4165 -4874.4165 0.0 1239.5591 
8972 -4874.4171 -4874.4171 0.0 1239.5407 
8973 -4874.4174 -4874.4174 0.0 1239.5318 
8974 -4873.661 -4873.661 0.0 1254.9138 
8975 -4874.1444 -4874.1444 0.0 1246.0469 
8976 -4874.306 -4874.306 0.0 1242.4721 
8977 -4874.3685 -4874.3685 0.0 1240.8973 
8978 -4874.3947 -4874.3947 0.0 1240.1825 
8979 -4874.4067 -4874.4067 0.0 1239.841 
8980 -4874.4124 -4874.4124 0.0 1239.6796 
8981 -4874.415 -4874.415 0.0 1239.6026 
8982 -4874.4162 -4874.4162 0.0 1239.5657 
8983 -4874.4168 -4874.4168 0.0 1239.5481 
8984 -4874.4171 -4874.4171 0.0 1239.5396 
8985 -4873.6605 -4873.6605 0.0 1254.924 
8986 -4874.147 -4874.147 0.0 1245.9929 
8987 -4874.3076 -4874.3076 0.0 1242.4323 
8988 -4874.3693 -4874.3693 0.0 1240.8751 
8989 -4874.395 -4874.395 0.0 1240.1728 
8990 -4874.4068 -4874.4068 0.0 1239.8387 
8991 -4874.4123 -4874.4123 0.0 1239.6819 
8992 -4874.4148 -4874.4148 0.0 1239.6074 
8993 -4874.416 -4874.416 0.0 1239.572 
8994 -4874.4166 -4874.4166 0.0 1239.555 
8995 -4874.4169 -4874.4169 0.0 1239.5469 
8996 -4873.6775 -4873.6775 0.0 1256.2791 
8997 -4874.1303 -4874.1303 0.0 1247.2091 
8998 -4874.2948 -4874.2948 0.0 1243.1949 
8999 -4874.3614 -4874.3614 0.0 1241.3174 
9000 -4874.3904 -4874.3904 0.0 1240.4205 
9001 -4874.404 -4874.404 0.0 1239.9795 
9002 -4874.4105 -4874.4105 0.0 1239.7616 
9003 -4874.4137 -4874.4137 0.0 1239.6536 
9004 -4874.4153 -4874.4153 0.0 1239.6 
9005 -4874.4161 -4874.4161 0.0 1239.5733 
9006 -4874.4165 -4874.4165 0.0 1239.5601 
9007 -4873.6766 -4873.6766 0.0 1256.2958 
9008 -4874.1328 -4874.1328 0.0 1247.153 
9009 -4874.2964 -4874.2964 0.0 1243.151 
9010 -4874.3622 -4874.3622 0.0 1241.293 
9011 -4874.3907 -4874.3907 0.0 1240.4107 
9012 -4874.404 -4874.404 0.0 1239.9792 
9013 -4874.4104 -4874.4104 0.0 1239.7671 
9014 -4874.4135 -4874.4135 0.0 1239.6625 
9015 -4874.415 -4874.415 0.0 1239.6107 
9016 -4874.4158 -4874.4158 0.0 1239.5852 
9017 -4874.4161 -4874.4161 0.0 1239.5725 
9018 -4873.6758 -4873.6758 0.0 1256.3116 
9019 -4874.1353 -4874.1353 0.0 1247.0965 
9020 -4874.2982 -4874.2982 0.0 1243.1049 
9021 -4874.363 -4874.363 0.0 1241.2687 
9022 -4874.3909 -4874.3909 0.0 1240.4032 
9023 -4874.404 -4874.404 0.0 1239.9785 
9024 -4874.4102 -4874.4102 0.0 1239.7721 
9025 -4874.4132 -4874.4132 0.0 1239.6707 
9026 -4874.4147 -4874.4147 0.0 1239.6209 
9027 -4874.4154 -4874.4154 0.0 1239.5963 
9028 -4874.4158 -4874.4158 0.0 1239.5842 
9029 -4873.6751 -4873.6751 0.0 1256.3265 
9030 -4874.1378 -4874.1378 0.0 1247.0398 
9031 -4874.2998 -4874.2998 0.0 1243.0612 
9032 -4874.3638 -4874.3638 0.0 1241.2444 
9033 -4874.3912 -4874.3912 0.0 1240.3932 
9034 -4874.404 -4874.404 0.0 1239.9776 
9035 -4874.4101 -4874.4101 0.0 1239.7766 
9036 -4874.413 -4874.413 0.0 1239.6784 
9037 -4874.4144 -4874.4144 0.0 1239.6304 
9038 -4874.4151 -4874.4151 0.0 1239.6068 
9039 -4874.4154 -4874.4154 0.0 1239.5953 
9040 -4873.6744 -4873.6744 0.0 1256.3406 
9041 -4874.1404 -4874.1404 0.0 1246.9829 
